fund_id,nav,aum_in_cr,expense_ratio,1yr_return,3yr_return,5yr_return
510,367.46,33086.61,2.94,-4.55,22.4,6.87
511,16.27,32591.58,0.97,0.71,23.27,3.06
512,70.84,47968.02,1.01,36.82,16.81,20.79
513,53.25,31829.6,1.85,34.29,8.93,8.13
514,344.23,3316.96,2.51,5.23,27.45,3.87
515,433.67,9936.96,1.51,39.7,-4.73,6.79
516,378.02,13961.98,1.96,15.68,19.35,18.73
517,132.2,16516.31,1.35,14.71,-3.13,6.3
518,85.96,38624.14,1.29,36.46,21.98,19.59
519,468.51,43770.51,1.48,30.75,1.07,6.94
520,405.53,45560.16,1.68,34.61,19.2,0.54
521,451.34,41319.57,1.23,25.85,3.01,24.49
522,214.1,13574.67,1.99,-1.78,14.97,10.61
523,322.7,23095.43,0.62,19.75,18.47,8.46
524,86.05,44925.4,2.34,9.98,12.35,24.67
525,243.77,49830.43,2.8,-8.72,-1.01,14.29
526,479.99,1932.09,1.92,-7.74,8.38,9.69
527,424.17,34537.37,1.74,14.37,23.24,15.32
528,455.45,7308.59,2.1,17.84,23.22,20.89
529,155.3,9333.34,1.13,17.58,17.42,22.68
530,206.29,42335.33,2.43,29.61,6.31,7.14
531,461.45,2339.07,2.78,36.78,3.51,13.48
532,216.01,1877.34,2.16,18.97,3.63,9.79
533,137.37,16449.47,2.7,-4.55,-1.97,17.56
534,99.83,41670.52,1.68,-4.53,15.67,6.34
535,73.96,13540.78,2.89,-5.5,3.07,11.59
536,364.05,1701.06,2.47,1.82,5.89,13.78
537,301.24,4969.85,1.42,2.77,11.36,3.31
538,166.63,23456.05,1.25,-1.53,21.87,14.81
539,345.42,44010.27,0.88,20.32,6.29,3.07
540,409.94,9500.81,1.71,3.49,5.18,21.55
541,344.26,45105.42,2.39,-3.42,-3.74,9.54
542,315.86,11501.74,1.79,8.83,20.95,9.64
543,362.17,41066.28,1.7,20.68,18.48,3.47
544,185.45,47694.04,2.36,29.81,16.22,4.01
545,167.24,41560.73,0.74,20.82,26.79,9.05
546,409.05,37558.08,2.77,15.27,21.23,20.29
547,128.23,38842.09,0.89,5.39,4.02,10.22
548,326.78,17676.4,2.31,8.52,10.08,22.59
549,214.56,8261.88,1.89,13.64,16.65,24.99
550,190.96,38622.84,1.39,25.49,-3.07,17.54
551,163.46,40808.0,2.25,14.68,26.71,21.03
552,165.2,163.05,2.44,22.8,25.85,13.86
553,220.05,10498.81,1.6,-4.02,3.73,15.82
554,391.44,17405.65,1.42,2.5,-0.22,14.82
555,256.68,15251.46,1.74,1.55,19.04,4.7
556,428.89,3803.97,1.16,39.53,12.73,23.76
557,464.78,1713.75,1.33,-8.23,1.6,15.05
558,354.66,35292.6,2.98,-0.56,6.03,12.23
559,434.69,33074.97,0.76,20.32,-4.33,20.3
560,243.26,36951.92,1.96,9.25,13.81,14.06
561,441.93,43590.23,1.57,-5.47,22.12,21.81
562,247.2,14180.95,2.0,13.95,22.06,7.78
563,12.69,13458.0,1.51,23.76,12.85,21.2
564,487.73,37851.86,1.41,8.53,13.45,11.4
565,127.07,41408.95,2.27,34.22,23.31,0.3
566,342.67,3974.31,2.49,34.22,8.98,21.48
567,201.27,18472.04,1.86,30.67,18.32,9.0
568,340.16,30428.86,0.69,-4.18,5.19,20.46
569,298.76,29999.39,2.65,31.38,13.71,22.48
570,463.15,18666.34,0.86,7.78,17.75,24.73
571,141.76,26395.78,1.54,12.51,11.72,7.15
572,396.72,45046.89,2.15,6.84,16.02,14.95
573,389.98,29311.85,2.87,22.16,11.88,18.68
574,404.83,12912.07,1.35,12.85,-1.76,14.36
575,450.82,5249.12,1.67,13.71,4.83,24.82
576,378.07,37984.55,1.61,30.23,11.05,0.27
577,46.04,37153.57,0.71,5.54,23.19,1.44
578,93.6,6860.38,1.33,7.06,25.19,4.68
579,189.72,20238.93,1.42,15.34,16.52,15.32
580,283.21,48942.6,2.19,12.77,27.87,16.96
581,277.95,35760.92,1.29,-8.17,10.12,19.94
582,465.52,5854.08,0.91,0.73,18.05,8.2
583,358.86,37257.89,0.51,26.01,8.21,21.51
584,169.5,4824.22,0.52,-2.5,24.91,22.01
585,167.64,23444.83,2.48,12.35,9.18,23.12
586,310.76,13302.56,1.29,18.59,22.94,21.95
587,206.43,18400.58,1.3,23.78,0.17,15.26
588,242.42,4136.43,1.45,1.94,25.77,21.55
589,120.3,5339.07,2.87,32.86,-2.27,15.51
590,303.18,33845.58,1.73,5.14,0.54,11.73
591,480.14,13573.26,0.65,-5.97,26.85,12.42
592,291.25,46092.47,2.07,8.5,8.0,23.73
593,426.08,49223.37,2.37,0.39,24.31,24.25
594,454.63,40502.5,1.62,26.87,-2.76,4.82
595,361.23,3486.11,1.19,-4.91,-1.37,1.2
596,139.18,18844.63,1.54,2.75,16.49,19.59
597,459.61,16065.86,1.24,36.72,5.84,23.35
598,257.88,21674.48,0.87,9.08,17.66,2.37
599,209.48,13439.6,2.86,30.32,28.34,14.51
600,427.86,9413.34,1.03,35.4,22.74,12.91
601,363.12,25800.46,1.36,30.05,29.54,10.12
602,151.88,21904.02,0.67,20.52,14.7,9.25
603,143.95,22767.15,1.8,27.06,13.1,16.92
604,186.58,13216.66,2.04,26.46,22.07,1.88
605,237.08,36333.18,1.83,39.48,28.97,19.57
606,105.62,27549.72,1.73,25.28,12.57,8.44
607,245.38,1162.05,1.44,-2.42,12.94,3.18
608,465.17,8797.58,0.79,25.67,18.55,9.11
609,120.69,38820.3,2.12,-5.13,15.38,24.63
610,56.07,8818.49,1.08,-7.36,24.6,1.26
611,271.76,44308.14,2.96,-8.7,-1.66,11.94
612,159.56,45533.64,0.92,-5.29,22.47,13.67
613,344.73,1533.0,2.99,37.61,24.43,0.97
614,348.46,10036.76,2.73,-3.66,2.17,24.08
615,406.82,30380.62,1.16,37.51,-1.86,3.29
616,379.63,48729.0,0.89,36.54,26.08,9.01
617,172.59,23001.58,2.46,-7.79,25.82,3.2
618,466.78,15871.26,1.67,21.64,17.45,1.8
619,391.4,20586.15,2.73,28.63,2.68,24.23
620,225.28,49105.19,2.73,-5.29,24.47,1.69
621,369.18,37010.33,2.04,25.24,17.73,6.67
622,371.84,27187.3,2.35,1.89,6.34,17.95
623,494.02,24544.72,1.13,14.99,24.72,1.34
624,308.62,6463.14,1.29,21.38,20.32,20.06
625,28.47,7303.69,1.29,10.42,-1.8,21.26
626,205.95,34162.43,2.15,12.04,22.47,0.94
627,232.79,20508.17,2.64,3.49,21.29,20.71
628,30.08,29194.41,1.39,30.42,25.35,12.92
629,285.25,46742.17,2.26,27.66,24.78,4.24
630,267.47,24607.73,1.54,11.5,9.38,19.26
631,406.51,3614.71,0.55,28.73,17.37,16.63
632,58.45,41946.59,1.03,23.45,5.01,12.24
633,180.53,32757.97,2.45,12.08,19.39,23.15
634,151.85,5421.52,1.99,24.48,12.91,6.25
635,62.43,39366.54,1.32,-5.08,9.59,20.97
636,143.06,30105.62,0.55,-8.22,9.91,9.04
637,455.21,41396.98,1.14,22.4,7.2,20.99
638,72.48,3371.44,1.55,27.43,16.41,18.53
639,385.23,47696.56,2.06,30.23,6.84,22.3
640,396.72,7870.58,1.73,21.53,20.59,15.54
641,116.52,11366.3,2.56,5.77,4.45,7.61
642,412.17,20472.38,1.29,31.27,16.02,18.27
643,65.74,41790.4,2.37,-8.49,10.37,4.95
644,190.97,20475.08,1.74,22.28,24.05,17.29
645,435.5,19246.04,1.83,-3.2,13.19,11.82
646,222.49,3037.45,1.03,-3.54,29.52,17.56
647,279.55,10522.89,2.51,-0.18,2.41,9.27
648,240.28,40542.26,0.63,-0.06,12.91,0.75
649,112.09,42668.67,1.09,14.54,4.07,18.92
650,197.39,34543.37,1.18,14.4,28.5,18.52
651,68.38,3088.17,1.21,21.72,-3.75,22.05
652,423.89,40806.91,1.59,26.8,19.54,24.63
653,198.11,34768.51,0.55,32.42,27.1,0.95
654,203.59,32856.85,1.82,1.78,12.54,3.29
655,150.29,28244.85,2.13,1.75,23.46,18.18
656,330.16,16477.92,1.05,7.3,7.91,22.01
657,332.92,10571.37,0.74,-1.85,8.71,20.88
658,215.62,5900.62,0.62,7.34,24.07,21.02
659,40.18,47878.62,1.28,39.63,24.2,0.95
660,318.83,27505.48,2.34,22.13,24.43,24.68
661,301.9,6047.67,2.35,20.75,24.83,15.03
662,362.05,9524.3,1.99,31.71,20.4,23.83
663,290.46,40402.63,2.64,32.75,11.39,9.16
664,496.11,34039.37,1.41,34.55,19.14,9.71
665,103.66,43719.49,1.52,20.92,2.55,12.08
666,357.35,5307.84,2.98,-0.79,-4.36,5.85
667,19.15,42688.77,2.86,-4.1,1.87,1.96
668,49.54,27975.93,1.82,33.04,5.28,10.69
669,474.07,26240.18,2.41,27.8,13.69,0.33
670,165.45,47381.06,0.85,18.57,17.5,16.75
671,194.93,17678.25,0.92,32.92,8.92,7.43
672,302.84,12146.71,2.81,3.45,-2.33,13.51
673,269.45,44493.69,0.69,12.88,14.8,2.96
674,176.83,13788.18,1.05,32.27,28.57,4.39
675,483.79,12948.95,1.81,29.75,27.88,0.1
676,121.42,7364.49,0.63,17.39,-1.91,2.28
677,69.26,16580.28,0.69,-3.87,28.74,17.44
678,312.37,47469.37,2.66,0.49,27.0,2.06
679,58.24,3504.69,1.44,8.26,-3.83,23.44
680,286.53,30875.14,2.9,-3.26,9.22,12.15
681,195.31,4644.28,1.59,18.8,6.98,3.66
682,213.69,946.53,2.59,1.02,13.61,1.13
683,275.49,11075.59,1.32,-8.48,-1.93,15.7
684,193.14,43138.15,0.59,8.73,21.16,17.67
685,35.78,886.51,2.99,-8.78,-2.07,6.89
686,77.45,8986.93,0.88,37.02,11.44,5.58
687,160.02,28844.95,2.69,-4.95,7.09,1.78
688,352.16,24156.84,2.94,8.81,23.77,10.75
689,479.77,32095.83,2.14,2.26,25.06,19.62
690,497.74,20882.97,2.86,-2.29,8.71,23.04
691,271.36,33077.31,0.54,27.51,1.73,6.73
692,239.56,16308.13,0.59,-5.25,6.33,5.32
693,456.23,47912.84,0.97,16.88,16.1,4.21
694,301.99,38181.68,1.56,16.44,7.42,20.76
695,396.26,3365.09,2.34,39.35,6.02,10.06
696,248.88,47371.46,2.38,9.94,18.0,10.96
697,398.74,2270.49,1.31,-6.42,-3.15,2.08
698,350.8,43094.8,1.64,-1.04,3.35,11.71
699,210.71,28081.11,1.78,20.35,1.07,11.66
700,89.17,44215.41,2.93,28.56,-1.09,20.45
701,22.03,21799.42,2.21,-5.78,26.19,16.66
702,199.53,45503.71,2.48,26.25,10.64,12.22
703,434.48,9126.4,1.75,17.13,12.05,16.87
704,350.5,40415.88,2.48,22.39,-1.55,7.22
705,84.96,29955.13,2.25,33.92,3.18,23.25
706,30.61,36319.81,0.51,2.29,14.11,9.89
707,345.01,47529.84,2.55,21.22,25.5,17.52
708,409.36,44258.94,2.99,34.33,-2.13,22.39
709,206.65,7488.99,2.5,1.1,17.2,19.26
710,449.48,4262.7,2.16,6.13,17.8,11.55
711,34.43,46233.84,2.86,25.83,8.3,20.39
712,297.92,24788.77,2.36,20.03,23.63,13.48
713,195.23,21117.31,2.55,-8.06,8.77,9.67
714,122.35,20485.47,1.99,27.48,2.58,17.27
715,184.18,34014.0,2.23,22.3,20.24,16.39
716,322.48,32223.96,1.19,1.82,-0.37,11.03
717,492.69,34934.19,2.37,39.95,5.68,16.12
718,204.91,37785.08,1.89,16.51,6.76,6.94
719,156.25,32904.83,1.37,35.01,16.25,9.64
720,311.29,3416.93,1.58,0.34,11.73,6.19
721,363.2,14037.87,2.6,9.62,0.42,9.73
722,189.09,47781.34,2.3,39.22,-4.33,22.44
723,201.15,32688.91,2.4,21.96,7.29,20.31
724,468.38,19484.49,1.92,17.0,17.41,2.12
725,436.35,45924.59,2.49,0.2,-1.12,2.97
726,254.59,26759.29,1.8,18.65,27.52,2.99
727,291.55,7680.2,1.56,3.63,2.95,1.47
728,63.45,2257.89,2.55,10.53,22.18,7.3
729,100.38,44637.97,1.98,12.31,27.16,9.55
730,383.52,19687.08,0.57,17.57,0.48,17.83
731,342.63,16485.37,0.58,2.26,22.68,10.89
732,425.75,26533.92,0.67,26.92,-1.89,15.88
733,18.3,28161.89,1.52,25.32,14.7,9.84
734,383.16,41326.04,0.6,38.17,9.76,23.29
735,120.84,28321.98,1.95,11.36,10.18,21.65
736,137.38,34302.44,2.61,31.32,24.97,18.79
737,11.38,28246.76,2.41,20.84,13.73,13.3
738,379.36,15652.38,2.58,31.78,21.67,15.08
739,162.33,1336.63,1.28,14.5,25.68,13.63
740,419.48,32322.63,0.93,27.27,26.93,9.32
741,402.02,18779.15,1.56,15.83,13.59,23.14
742,492.54,46326.94,1.1,9.08,27.35,1.29
743,372.33,10189.19,2.79,36.45,18.9,13.0
744,310.81,8479.27,1.62,25.34,13.41,5.27
745,382.86,37989.38,0.78,7.81,-2.38,5.45
746,133.62,4516.83,2.7,30.54,-1.24,4.07
747,339.54,45617.19,2.58,14.22,13.5,12.92
748,110.02,16991.17,2.1,33.18,23.5,24.73
749,211.48,19307.48,2.68,11.14,28.85,22.58
750,412.96,13524.4,1.95,3.9,8.31,7.1
751,378.8,48194.87,0.93,7.73,5.56,18.82
752,461.89,7454.9,1.98,21.24,0.85,21.89
753,219.94,30004.55,0.93,4.84,-0.21,16.57
754,460.93,8355.49,2.87,30.98,10.72,1.65
755,202.55,3108.85,0.51,37.51,16.4,10.43
756,153.17,17700.23,1.08,3.53,15.02,18.12
757,178.16,15943.25,3.0,10.23,14.16,24.57
758,149.04,5096.76,1.63,-6.72,27.96,12.07
759,356.19,24741.61,1.99,6.4,20.02,20.65
760,208.34,46223.58,0.86,15.55,-1.47,17.08
761,285.03,25978.43,1.08,6.79,23.05,1.56
762,432.2,14183.93,0.88,33.95,16.02,24.73
763,331.85,43665.69,0.75,14.33,22.81,10.74
764,299.19,25835.02,2.32,28.84,28.71,23.43
765,275.21,38888.67,1.01,11.68,-0.61,16.66
766,64.62,46695.79,0.63,28.92,22.28,8.77
767,496.29,29912.5,2.77,26.32,28.56,17.88
768,321.53,29285.87,1.01,22.87,-2.01,18.91
769,387.85,18926.47,1.04,-4.62,19.72,18.11
770,249.13,5707.37,1.02,2.99,24.24,3.04
771,324.92,27617.48,1.88,15.86,2.28,19.71
772,110.91,2156.5,1.41,2.08,17.33,24.11
773,387.8,1810.04,0.62,12.86,-0.12,16.0
774,238.52,8667.17,2.79,32.52,-2.1,8.48
775,145.18,17006.48,0.55,36.13,24.23,13.49
776,27.12,33668.1,1.66,15.38,11.53,11.22
777,121.22,15436.56,2.46,-6.97,3.28,6.19
778,69.66,21141.66,0.91,25.31,29.3,24.29
779,320.45,36593.11,2.17,34.95,13.91,22.43
780,76.86,49140.45,0.65,30.66,29.63,5.49
781,220.24,4549.14,1.85,-2.07,7.31,0.4
782,190.43,30845.62,0.61,-6.52,21.55,20.1
783,408.42,4587.62,2.12,1.41,22.79,9.99
784,54.06,7218.38,1.55,27.57,2.14,6.46
785,440.04,5704.02,1.5,12.08,7.02,8.44
786,122.33,25985.85,2.54,7.06,20.13,12.91
787,423.73,35309.1,1.63,28.98,29.16,8.19
788,139.38,29036.87,0.72,32.74,4.86,13.61
789,21.86,38388.32,1.02,33.98,2.81,10.26
790,295.41,46965.03,2.23,12.52,0.59,9.56
791,48.85,42264.26,1.09,36.59,11.85,18.0
792,272.06,33499.81,1.84,36.96,-4.49,6.91
793,338.0,10310.36,2.99,24.85,10.52,1.4
794,92.69,21880.3,1.29,3.46,11.93,15.06
795,485.04,15561.3,0.62,37.74,3.74,18.43
796,60.67,17889.82,2.72,39.92,22.42,6.31
797,141.7,1579.4,0.55,25.0,5.71,11.14
798,74.98,17090.09,1.89,39.2,3.88,2.7
799,56.88,41285.1,1.17,29.11,16.6,19.5
800,321.29,12918.26,2.68,-0.03,5.92,13.88
801,104.45,15174.48,2.58,20.99,7.85,6.34
802,179.07,16158.82,1.11,18.6,25.12,22.92
803,194.7,4705.59,1.8,29.2,11.4,18.05
804,108.94,32262.68,1.25,36.95,10.01,11.58
805,277.12,29725.13,2.85,32.38,-1.06,19.26
806,260.82,6134.97,2.06,34.43,17.6,13.31
807,35.17,27219.23,2.28,10.51,26.43,17.02
808,52.84,25068.18,2.72,14.23,25.39,1.17
809,445.42,13112.41,2.69,23.27,2.53,8.87
810,439.48,11286.25,1.75,9.04,15.59,21.54
811,138.88,26192.19,2.31,27.55,10.37,5.84
812,294.45,20764.76,0.62,2.22,-3.86,23.0
813,382.69,12477.26,1.56,-7.62,27.39,23.86
814,308.96,30521.23,0.98,-1.19,12.62,21.05
815,197.83,20372.0,1.5,0.42,17.04,3.79
816,427.54,47658.58,1.31,-9.54,0.01,11.04
817,218.65,12074.22,1.59,13.07,15.85,4.56
818,482.05,39699.07,2.45,4.09,17.66,17.79
819,254.79,8619.05,0.86,-8.8,22.19,0.75
820,303.75,42110.99,2.75,2.59,3.49,7.46
821,113.78,7225.06,2.7,1.01,7.19,13.02
822,416.09,49262.59,0.87,15.19,22.36,8.8
823,367.58,15695.66,0.56,10.01,27.78,19.02
824,190.53,11675.68,0.91,27.63,10.02,2.67
825,291.32,34943.88,1.1,31.25,19.24,2.18
826,198.6,49613.83,2.56,32.92,3.24,16.06
827,277.49,32897.85,1.34,22.16,14.22,8.56
828,72.55,35580.63,2.76,1.94,15.95,13.63
829,437.8,17470.14,2.53,23.73,1.36,6.96
830,364.39,14496.37,0.98,19.38,11.8,0.79
831,469.25,13913.43,1.86,-3.66,25.73,24.39
832,247.78,20039.12,2.55,39.1,16.95,6.05
833,94.55,18575.71,1.7,-7.83,0.09,14.69
834,207.59,36933.51,1.56,24.47,23.71,5.88
835,281.01,7363.24,0.87,-2.04,17.53,15.93
836,133.62,27598.11,1.87,26.21,23.88,2.19
837,60.42,15084.83,2.07,35.15,10.84,2.05
838,207.21,23915.03,2.95,18.06,1.52,3.3
839,243.36,14248.83,1.88,-1.28,16.79,6.19
840,190.14,30529.03,1.14,19.68,1.58,11.83
841,452.09,2217.39,2.87,30.44,-2.95,12.61
842,377.43,33841.93,2.63,-0.9,3.91,4.26
843,404.85,23261.73,0.93,-8.96,9.25,5.8
844,203.09,24533.3,1.3,14.45,6.87,18.39
845,292.82,6005.83,2.41,5.5,-3.09,1.21
846,394.64,29984.11,2.98,10.26,28.74,11.61
847,466.16,40476.0,1.84,7.41,5.73,14.23
848,88.42,34897.57,1.09,21.38,2.98,19.54
849,196.45,9065.7,0.66,-2.31,16.21,20.6
850,309.4,37616.95,0.75,24.19,9.96,8.03
851,196.29,11862.89,2.91,-9.87,5.82,21.21
852,190.66,12671.87,1.28,23.01,24.71,21.64
853,473.09,25647.6,1.57,30.57,18.43,21.97
854,397.43,12739.15,2.67,22.96,21.13,16.72
855,450.22,11660.11,2.16,16.96,8.0,1.85
856,128.48,33604.67,2.99,23.31,-0.3,6.64
857,422.2,16589.24,2.76,5.06,1.1,5.17
858,134.91,47305.23,2.22,7.79,26.0,3.37
859,434.34,4067.48,1.78,10.37,6.75,1.53
860,268.31,41928.72,2.94,30.1,9.72,0.24
861,496.75,2482.28,0.55,15.52,23.15,17.1
862,261.57,37902.19,0.69,24.63,28.66,4.82
863,230.21,36760.32,1.39,15.78,24.44,3.09
864,120.07,11061.46,0.71,27.63,29.23,14.39
865,402.03,48713.76,1.45,-7.72,21.0,4.38
866,313.74,27838.11,2.27,38.75,9.98,22.63
867,88.69,5779.0,1.0,37.25,26.45,18.74
868,298.82,11687.19,2.96,32.41,10.6,21.3
869,44.54,32301.49,2.22,-8.66,27.67,2.82
870,433.6,26773.65,0.53,8.29,20.19,4.41
871,387.55,19203.13,1.44,3.65,18.82,18.81
872,135.87,33869.83,2.57,34.47,15.55,0.5
873,88.4,9676.4,0.61,9.82,9.26,5.52
874,453.92,16480.0,2.49,25.79,7.52,3.07
875,486.59,45417.85,1.11,-5.77,23.82,18.48
876,85.9,48173.53,1.69,21.84,16.87,9.97
877,214.24,24401.65,2.93,5.54,-2.8,16.8
878,54.04,38888.67,1.42,2.06,10.82,15.56
879,22.65,32367.41,2.64,-4.95,-4.28,18.12
880,309.04,16289.57,1.54,-6.07,3.07,4.79
881,297.84,43168.43,1.59,-9.86,12.49,1.95
882,455.45,36980.63,2.81,29.79,-4.31,1.19
883,423.16,14823.84,2.06,-2.8,17.13,16.9
884,179.39,15623.12,0.72,37.34,27.37,5.78
885,479.47,17289.18,2.77,15.4,20.73,1.78
886,466.76,7313.72,2.25,36.22,6.45,7.13
887,398.14,13980.37,2.19,39.46,-3.8,7.59
888,309.34,20057.08,2.66,33.65,18.27,23.93
889,377.77,27757.29,1.24,28.32,12.84,7.47
890,436.73,22545.18,1.06,28.43,18.11,11.75
891,392.34,47528.55,0.56,-0.64,20.76,9.67
892,119.74,496.16,1.99,35.56,19.32,7.62
893,285.87,9274.7,2.71,0.28,26.04,11.02
894,87.48,17850.1,0.83,32.9,0.38,16.47
895,265.41,12100.51,1.26,-0.32,20.3,6.2
896,120.8,7599.22,1.63,-2.32,1.9,10.53
897,136.65,43789.78,2.74,-0.84,-4.16,21.54
898,270.11,44577.7,2.5,19.06,14.21,19.76
899,299.05,3923.87,1.06,38.41,9.51,18.93
900,72.95,28294.57,1.16,11.57,24.34,13.63
901,34.69,29186.68,1.21,10.07,-1.96,24.16
902,321.64,39079.88,2.4,22.67,22.26,15.5
903,177.77,35217.51,1.13,-9.58,27.52,9.66
904,209.8,25488.75,1.41,-7.74,16.43,15.78
905,420.0,10409.26,2.32,33.75,29.15,22.14
906,348.34,3880.14,2.9,25.68,14.24,2.14
907,184.29,10223.12,0.63,27.94,6.27,5.86
908,300.25,37541.3,1.66,19.74,20.99,14.52
909,371.31,24685.24,1.06,38.33,28.93,8.39
910,388.99,24597.33,0.82,36.66,1.48,24.89
911,346.79,40053.86,2.14,6.52,12.3,0.37
912,94.6,15679.27,0.7,20.32,11.21,24.98
913,48.72,34381.8,1.32,-8.87,24.39,10.71
914,259.04,19982.47,2.95,-1.0,18.95,20.71
915,150.96,30221.48,1.54,22.69,0.14,11.25
916,266.14,17494.05,2.42,9.13,-1.8,10.04
917,26.96,42959.96,2.92,24.94,21.95,6.59
918,399.46,3273.34,0.69,8.44,26.81,3.55
919,465.84,42736.55,1.32,33.65,9.22,13.31
920,26.26,44861.05,0.97,-3.73,22.07,15.84
921,444.7,40460.17,1.14,-4.11,21.31,2.16
922,273.0,9073.91,1.07,-4.79,17.44,2.04
923,308.9,36972.0,1.39,27.56,26.53,16.67
924,183.38,40918.9,1.02,-3.37,7.78,15.26
925,353.64,17717.55,0.53,20.33,27.79,3.55
926,33.47,33856.39,2.28,18.97,28.52,3.63
927,338.64,2664.87,2.64,-1.98,25.91,1.68
928,235.51,34285.89,2.35,22.4,24.23,0.53
929,78.74,38508.31,2.04,-5.29,23.07,11.19
930,495.66,9316.3,0.55,18.97,7.67,23.02
931,87.76,11261.59,0.92,22.57,12.81,8.01
932,382.59,40514.83,2.23,-7.18,5.04,12.51
933,383.71,25234.25,1.41,9.28,26.96,6.13
934,310.14,42021.11,1.98,-6.2,15.62,4.68
935,160.19,11916.35,2.12,18.84,6.89,23.09
936,166.21,27132.4,2.93,6.22,11.71,11.94
937,497.06,30982.46,2.87,36.28,23.82,11.58
938,277.9,32862.02,2.61,2.85,-2.98,10.32
939,297.52,6488.12,2.57,33.34,0.23,19.19
940,46.6,4930.54,0.73,9.48,21.8,13.95
941,250.04,31703.18,0.53,29.24,6.76,14.7
942,86.0,40290.75,1.94,16.08,21.53,7.67
943,339.05,26965.32,1.13,-5.11,20.71,19.02
944,101.66,19629.85,1.46,6.81,29.97,20.7
945,69.33,1578.6,2.45,-7.6,15.97,18.44
946,492.37,46904.22,1.35,-0.11,16.59,7.04
947,328.29,6725.88,2.38,14.11,20.9,22.32
948,198.61,49935.99,2.73,-5.91,10.91,23.2
949,399.31,7221.08,0.9,28.88,0.81,16.12
950,167.89,4299.68,1.0,13.15,4.2,3.03
951,158.94,47664.71,1.53,28.28,4.36,9.26
952,206.73,36440.27,2.7,29.29,13.59,9.03
953,474.61,30344.87,0.85,5.37,19.66,9.01
954,340.15,22010.05,2.97,1.4,-0.84,8.87
955,106.65,23928.31,1.43,24.81,9.37,21.4
956,250.76,2085.77,2.9,11.1,24.74,12.07
957,208.73,610.44,1.58,24.42,22.97,17.01
958,397.46,7731.39,2.79,11.25,-2.04,11.41
959,439.92,29518.17,0.93,17.66,23.57,12.86
960,169.68,46852.13,1.33,8.99,16.89,18.14
961,198.28,47133.21,0.6,20.0,15.43,9.68
962,368.08,2117.56,1.88,-5.61,13.96,18.11
963,171.95,2053.85,2.91,-0.56,20.61,19.91
964,488.71,41674.12,2.06,3.88,24.06,0.39
965,185.76,46156.66,2.9,21.12,20.59,20.21
966,16.97,23834.45,2.83,-6.54,29.47,23.59
967,84.25,41548.8,1.15,-9.53,13.83,10.16
968,443.4,12101.59,2.53,2.4,3.46,12.07
969,230.15,46163.72,0.72,8.39,10.49,12.53
970,58.06,29172.65,0.94,9.9,-2.15,6.11
971,410.61,4614.79,1.57,9.16,-2.96,0.99
972,468.26,7558.64,2.25,34.13,12.17,0.9
973,194.92,40134.72,2.81,12.41,26.11,8.51
974,92.46,2230.61,2.39,-0.35,21.1,23.37
975,73.53,44410.4,1.25,22.27,23.38,24.24
976,455.94,31328.27,1.23,4.58,23.36,11.45
977,426.22,35167.19,1.67,2.23,4.47,6.69
978,176.45,38202.5,2.88,23.26,25.98,0.64
979,452.46,9772.58,0.77,8.72,16.04,4.6
980,74.79,4745.23,1.02,-8.44,16.34,6.3
981,395.15,6336.45,2.84,-7.37,7.13,24.04
982,110.8,45953.18,1.64,22.58,-4.04,6.01
983,166.71,4055.5,1.3,-5.35,28.27,8.08
984,278.48,10401.18,2.92,33.67,23.8,8.13
985,285.92,6991.39,2.81,-7.6,0.51,8.37
986,231.25,30837.29,2.74,13.92,14.25,0.67
987,39.89,35827.45,2.46,12.23,-0.9,20.96
988,487.14,36170.0,1.89,19.96,21.46,16.23
989,333.09,40660.01,0.63,36.3,18.03,18.56
990,31.9,44499.95,1.02,32.56,28.07,3.25
991,267.54,7679.83,0.56,18.65,27.27,21.9
992,274.48,28318.72,0.74,21.01,22.48,23.26
993,15.49,32461.46,1.27,23.27,27.04,3.42
994,407.91,49086.81,0.81,4.94,19.61,7.54
995,88.35,14910.01,0.87,19.9,26.0,17.67
996,445.22,45385.5,0.9,39.79,22.79,3.7
997,136.35,31544.38,0.8,9.55,2.5,8.13
998,236.23,21593.94,2.1,33.28,25.18,24.42
999,353.21,46912.8,1.21,21.31,-2.47,19.64
1000,58.15,265.29,2.59,23.57,1.28,2.07
1001,106.72,10706.9,1.04,16.08,5.73,20.57
1002,414.19,45482.45,1.82,30.31,26.43,5.94
1003,209.32,34071.6,1.56,11.97,27.28,19.42
1004,308.7,14733.6,0.83,28.87,9.75,21.71
1005,282.33,11841.39,1.5,-7.02,8.82,11.44
1006,79.41,16764.44,2.7,11.37,-0.41,23.71
1007,450.18,34611.59,1.73,-2.58,9.61,12.43
1008,341.77,23445.88,1.21,12.71,4.44,22.1
1009,26.54,46091.75,1.99,17.21,18.07,19.18
1010,261.44,38073.84,0.63,10.47,-0.29,15.84
1011,356.75,35169.26,0.54,-0.22,-0.78,12.1
1012,145.94,7831.02,2.78,13.0,14.48,10.02
1013,402.67,2064.21,2.78,-0.0,27.82,1.32
1014,165.17,34223.65,2.05,34.99,16.12,7.63
1015,447.65,24731.6,1.8,8.18,-2.07,22.55
1016,125.17,22273.05,1.87,4.27,9.07,19.65
1017,492.01,48313.57,1.02,-4.58,8.62,20.37
1018,272.56,28772.37,0.85,33.97,4.63,1.02
1019,217.44,34450.51,1.66,25.63,16.28,20.71
